episode,mean_return,epsilon
1,-1724.7085062832732,0.9882106380288652
2,-1893.0641052982962,0.9765559983045079
3,-1908.9346578099546,0.9650461348399786
4,-1987.7591547278796,0.9536792491956936
5,-1970.510626263269,0.9424535652726453
6,-1040.2351394156874,0.9313673290348817
7,-1609.0090218929888,0.9204188082354355
8,-1769.2773501179681,0.9096062921456569
9,-1960.9370576917745,0.8989280912879087
10,-4712.552785111738,0.8894101850854548
11,-1918.4162515909918,0.8789828642988554
12,-3097.899913844841,0.8704984197713954
13,-1630.2512521101683,0.8603060247065402
14,-1231.7395569607077,0.8502402416066257
15,-1876.6541743197577,0.8402994976725637
16,-1175.9976025055514,0.8304822396428898
17,-2081.2002547346324,0.8207869335510636
18,-3923.5099160481964,0.8117736654482413
19,-2614.726152636478,0.802310760997536
20,-1900.1068486534416,0.7929654066338246
21,-1762.6287459908974,0.7837361421264748
22,-2000.7256225810124,0.7746215253841299
23,-1491.7730897859785,0.76994475838013
24,-1935.5354393971395,0.7610014609581478
25,-820.6460464599177,0.7521692589609839
26,-1837.4567445744108,0.743446772339107
27,-2153.9798552444045,0.7348326381862367
28,-1849.876086727252,0.7263255105263857
29,-1946.7854068785953,0.7179240601035495
30,-1886.1180426130238,0.7096269741740064
31,-958.4293850439991,0.7014329563011996
32,-2066.6549651620417,0.6933407261531654
33,-1524.8073963475606,0.6853490193024797
34,-1924.6992887786485,0.6774565870286876
35,-1927.1427782221817,0.6696621961231889
36,-1815.988141773707,0.661964628696547
37,-967.2780443470386,0.6543626819881908
38,-1569.7828268662488,0.6468551681784807
39,-2031.3990331901193,0.6394409142031097
40,-1849.3976313369137,0.6321187615698096
41,-1661.4091926962947,0.6248875661773348
42,-1912.0134378611813,0.6177461981366931
43,-1132.2471875194785,0.6106935415945987
44,-4572.918248368911,0.6037284945591184
45,-2165.774355880177,0.5968499687274823
46,-2228.0676882859198,0.5926893108284107
47,-1917.8554802963563,0.5859479159394623
48,-2098.688887009579,0.5792902640027737
49,-2192.225671563749,0.5727153147466851
50,-1912.3148801977775,0.5662220408219983
51,-1833.0606561338354,0.5598094276414518
52,-1937.7029944760898,0.5534764732211895
53,-1825.807037701293,0.5472221880241989
54,-1867.0511341884132,0.5410455948056935
55,-2202.7873578528147,0.5349457284604164
56,-1704.167142855027,0.5289216358718412
57,-1762.4895925736048,0.5229723757632445
58,-1831.0964265280209,0.5170970185506306
59,-2210.7585940353997,0.5112946461974816
60,-1302.316067476767,0.5079280082787042
61,-1633.9520020918862,0.5022395352004265
62,-1821.0126723813307,0.49662172546961253
63,-1890.2491903946677,0.49107370129206207
64,-765.715424558769,0.4855945957777099
65,-1824.4919556051834,0.48018355280517216
66,-1858.2516142003349,0.47483972688797543
67,-1921.2370446426119,0.46956228304244807
68,-2146.7816136580227,0.46435039665725214
69,-1681.0159660725003,0.45920325336453643
70,-1829.7811705506767,0.45412004891268937
71,-2494.3004345247605,0.44909998904067355
72,-1090.6296267551563,0.4441422893539205
73,-1577.943116721379,0.43924617520176784
74,-1036.8184569100902,0.4366566092735517
75,-1550.003498889096,0.4318534837327963
76,-1762.6860149924569,0.42711002357576106
77,-1861.2084333582272,0.42242548762714593
78,-1888.2854694075256,0.417799143918678
79,-1922.9450329621752,0.4132302695747406
80,-1906.5859857438656,0.4087181506994219
81,-3415.89955492548,0.4042620822649678
82,-2913.495081472969,0.39986136800161937
83,-1482.7185647250656,0.39551532028881964
84,-1935.8690949011173,0.3912232600477715
85,-1330.8879571673658,0.38698451663532996
86,-3662.1081480395223,0.3827984277392129
87,-1497.856884025405,0.37866433927451376
88,-1463.3205387596406,0.37458160528149914
89,-1879.9582124757974,0.3705495878246762
90,-1206.7247349696006,0.366567656893114
91,-1881.9151801130872,0.3626351903020032
92,-2055.681806121703,0.35875157359543836
93,-910.1123358143171,0.3549161999504078
94,-1899.4151702474985,0.3511284700819763
95,-1695.0407199041767,0.3473877921496457
96,-1831.535692461799,0.3436935816648787
97,-762.0220526944818,0.3426089232681667
98,-1951.612949484513,0.3398785333133847
99,-1659.091281515235,0.33627760434002485
100,-1557.308372166709,0.33272140682477935
101,-1585.9931844837647,0.32920938510455144
102,-1452.4397669229666,0.3268530844931779
103,-3367.7792157082135,0.32341396024371927
104,-1396.7571077366467,0.3200175574818138
105,-1330.2621489884168,0.31666334551261993
106,-1877.9176946211935,0.3133508002336931
107,-2789.829267956484,0.3100794040530942
108,-1787.169856869524,0.30684864580851423
109,-1739.976309936215,0.3036580206874045
110,-1179.1322052629032,0.3005070301480984
111,-1918.7895260284029,0.29739518184191344
112,-1917.514300290317,0.29432198953622074
113,-1019.7558702836669,0.29128697303846995
114,-914.8102173502142,0.28828965812115864
115,-1185.6524266241333,0.2864530066002019
116,-1325.909116041451,0.28356536754590156
117,-1524.6768021219766,0.28066397195252646
118,-1048.0516907966633,0.2777986180740585
119,-1908.9588133714024,0.27496885819312444
120,-1750.72306081876,0.27232982657448795
121,-2064.2634125505137,0.2695680011126189
122,-966.2271682409373,0.2668404835976383
123,-1889.0320083210675,0.2641468478493852
124,-2194.0911516250217,0.26148667298179373
125,-1856.7000399003675,0.25885954333712863
126,-874.4677467523987,0.256265048421038
127,-1647.2984434786958,0.2537027828384127
128,-1022.8908764681355,0.2515650150328468
129,-1792.238329888584,0.2490611342026549
130,-1089.7554612492634,0.2465883570796753
131,-1878.8673536482966,0.24414629728745152
132,-1885.4160616125973,0.24173457324917258
133,-1876.8233941442093,0.23935280812805088
134,-1813.8319564413898,0.23700062976844039
135,-1875.029343770161,0.23467767063768702
136,-1560.7848997898345,0.23238356776870045
137,-2171.088830778675,0.23011796270323992
138,-1876.0836846378163,0.22788050143590471
139,-890.3720804312221,0.2256708343588194
140,-1299.4125566618413,0.22367521674925184
141,-1359.3221936960601,0.22151778855752424
142,-1905.3086375518508,0.21938716036921446
143,-1471.6832125075625,0.21781496684365714
144,-1455.03678195082,0.21573033584541257
145,-1909.25043042407,0.21367160054932482
146,-1910.1248550030075,0.21163843927381537
147,-2548.1174682293836,0.20963053433329837
148,-1861.2034073767827,0.20764757198854183
149,-987.3756083929426,0.20568924239764497
150,-2713.2412303797028,0.20375523956762498
151,-1669.4293246883456,0.2018452613066049
152,-1900.09687910437,0.19995900917659554
153,-1633.1301398860826,0.19874738799804925
154,-1905.1739630566808,0.19689961826832347
155,-1723.012693275606,0.19507480190282173
156,-900.2708950295896,0.19327265377027425
157,-1144.5020949810885,0.1914928922813688
158,-966.0580014659422,0.1897352393447519
159,-1842.9738548241655,0.1879994203235762
160,-1878.8921307701173,0.186285163992588
161,-1146.968088826443,0.18459220249574798
162,-1849.6683858876604,0.18292027130437788
163,-1905.5959413955995,0.1812691091758275
164,-1839.564736830227,0.1796384581126549
165,-1768.9907073771446,0.1780280633223139
166,-1531.579474111386,0.17643767317734216
167,-912.3078354335671,0.1748670391760438
168,-837.9677845069742,0.1736075941642638
169,-1070.3358936226216,0.172072115969084
170,-1830.4236909383478,0.17055571179038198
171,-1868.4343889651745,0.16905814468691976
172,-1057.1222675694446,0.16757918066079047
173,-915.0692260363198,0.1670585789858558
174,-1891.7999422920986,0.16560445396379075
175,-1875.1191210612249,0.1641683923728567
176,-2233.796412166226,0.16275016982550822
177,-1915.650308804952,0.16134956472158696
178,-953.8211294959679,0.15996635821369598
179,-915.8334042935256,0.15860033417300412
180,-1076.9893421551672,0.15725127915547596
181,-866.9362541537017,0.1559189823685202
182,-1475.5569662240007,0.1546032356380534
183,-772.6714147164961,0.15330383337597198
184,-1638.2255615035021,0.1520205725480288
185,-1686.020623079856,0.15075325264210876
186,-1414.6953519330016,0.1495016756368981
187,-979.6222759703487,0.14826564597094344
188,-1340.4847979768235,0.1470449705120948
189,-2117.1458803545834,0.14583945852732816
190,-1779.575227580425,0.1446489216529433
191,-1881.3137600346126,0.14347317386513145
192,-1588.958648698757,0.14231203145090865
193,-1595.872678569459,0.1411653129794104
194,-673.4551913252038,0.14003283927354243
195,-817.3975624716473,0.13927861491739452
196,-1902.7740893580055,0.13816957815126069
197,-497.68096641145576,0.13785273832379258
198,-1885.2479546820641,0.13676141408117556
199,-1064.0252187981716,0.13594430623881437
200,-1180.9099733113337,0.1348766889203009
201,-1001.6618068500142,0.13382233375711416
202,-996.1092488595177,0.13278107600411482
203,-1165.3452135114378,0.13175275296266054
204,-1328.7534952608185,0.13073720395518393
205,-1125.631953137029,0.1297342703000865
206,-904.059552697208,0.12874379528694402
207,-1859.6401005186135,0.12776562415202064
208,-1862.7633164380713,0.12679960405408638
209,-1896.3054269509505,0.1258455840505356
210,-1890.616576224015,0.12490341507380179
211,-1325.2867782453254,0.1239729499080654
212,-621.5794515874006,0.1230540431662513
213,-1876.2631217750968,0.12214655126731154
214,-968.68745960318,0.12125033241379056
215,-1187.8596482315995,0.12036524656966921
216,-1012.6128309809511,0.11949115543848354
217,-1789.2501505052858,0.11862792244171602
218,-1638.2006632638631,0.11777541269745458
219,-1856.8122005374232,0.11693349299931727
220,-1862.386106728952,0.11610203179563837
221,-1465.6357318821053,0.11528089916891314
222,-1074.3442400957795,0.11464588705754032
223,-1743.8835371725884,0.11401865239656826
224,-1827.8637082628954,0.11322339992438522
225,-1346.8571189559405,0.11255129778095116
226,-1882.740984752408,0.11177427308054955
227,-858.5295844204556,0.11117566529800608
228,-704.4602472601358,0.11041572897875473
229,-1993.110756882209,0.10966523274007303
230,-1894.9072977770013,0.10892405931539684
231,-1792.7336101856797,0.10819209289487064
232,-1003.4167487433351,0.10746921910725196
233,-1768.1801762081152,0.10675532500204085
234,-1848.4233208165745,0.10605029903183089
235,-1690.07332232989,0.10535403103487986
236,-2127.558725194139,0.10466641221789671
237,-1584.258580783625,0.10426337384864726
238,-2135.996824394301,0.10358930339282424
239,-1361.1785366289378,0.10292360637468469
240,-717.4871792298732,0.102680716859541
241,-1583.0529386566875,0.10202630648458642
242,-916.2376111609461,0.10170861926765577
243,-640.2128783578701,0.10148095763300255
244,-1883.5184708591075,0.10084145090651934
245,-1019.4218333535067,0.10020988826017804
246,-1391.4471263333364,0.09958617101103018
247,-861.6752979254306,0.09897020170198664
248,-2239.874871227227,0.09859640148247364
249,-1925.9764980053526,0.09799272728797893
250,-1168.1224559346274,0.09739655205476491
251,-928.6197579599599,0.09683763210417384
252,-1928.8514068008028,0.09625580569378162
253,-569.2877978359764,0.09568120684713721
254,-842.6877958222594,0.0951137457820018
255,-1882.714579165069,0.09455333383142944
256,-880.7991613486815,0.09415801649330027
257,-1173.647499659337,0.09360947680262602
258,-1067.7262107988101,0.0931442643250997
259,-1800.6677123920479,0.09272511773287022
260,-1595.0553656772445,0.0921943777964701
261,-1062.27260355436,0.09171661474550627
262,-864.0722213747281,0.0911984026344177
263,-891.4329060134463,0.09100061163806358
264,-1875.6178308891492,0.09049129386042268
265,-2057.2225428553083,0.08998830292982764
266,-1900.4535967839092,0.08949156025292221
267,-1905.6854704629286,0.08900098821265251
268,-1709.0164076176259,0.08851651015613915
269,-825.1597533744302,0.08803805038270016
270,-1250.323402952775,0.08756553413202248
271,-1854.1852710021385,0.08709888757248058
272,-1859.9863613030818,0.08663803778960016
273,-1870.1472367868673,0.08618291277466503
274,-861.5090709925072,0.08573344141346567
275,-910.1677118773556,0.08528955347518738
276,-849.0341908591623,0.08485117960143676
277,-1894.6833979230266,0.08441825129540415
278,-1889.5439589918115,0.08399070091116093
279,-1626.482227626386,0.08356846164308968
280,-1622.764355910176,0.08315146751544572
281,-658.611051217199,0.08276462687768348
282,-1978.3192815188206,0.08235761814586537
283,-394.1144555677515,0.08195566535771462
284,-2625.292455790786,0.0817057954073447
285,-1912.3014813978195,0.08131193969129447
286,-1244.4777601001167,0.08092297652952567
287,-965.1007794862244,0.08053884514575288
288,-1780.1396847929263,0.08015948551866588
289,-1920.6855646750234,0.07978483837255111
290,-1893.427803689526,0.07941484516802978
291,-1836.085120289955,0.07904944809291094
292,-866.2288000468628,0.07868859005315815
293,-1889.8182617545945,0.07833221466396859
294,-1870.3670502827,0.07798026624096258
295,-1630.5394258440592,0.07763268979148302
296,-629.5481303406955,0.07728943100600255
297,-1101.5747655219548,0.07711465846978778
298,-1103.3630209437745,0.07677783477273581
299,-1676.7416317597629,0.076445195166847
300,-1105.975391363487,0.07615654600946711
301,-2718.459668034245,0.07583162417654656
302,-1382.8365139204273,0.07558642620745544
303,-1366.931949744611,0.07526858651645785
304,-1778.637260331432,0.0749546950935128
305,-1759.1929330472813,0.07464470289244682
306,-1618.2038197693619,0.07433856147634782
307,-1964.2552359248657,0.07403622300999671
308,-1774.576375227584,0.07373764025239296
309,-839.131920930194,0.07344276654937326
310,-1885.8351793631982,0.07315155582632159
311,-2088.6883957247755,0.07289628074744736
312,-937.1054332521802,0.07261185858005446
313,-1900.2735518239872,0.07233096956156888
314,-1391.8510400457908,0.07205356980251003
315,-981.8293133362649,0.0719482406698717
316,-1107.305308667,0.07167559524546224
317,-972.2923050127916,0.07140633667690924
318,-2839.4193883449966,0.07114042289201353
319,-863.1902242566566,0.07087781234120522
320,-618.7347418737339,0.07061846399105147
321,-867.9634666841822,0.0703623373178449
322,-1675.667262754899,0.07010939230127175
323,-1018.1635132662908,0.06985958941815855
324,-1236.0504141889248,0.06961288963629658
325,-1880.300112878833,0.06936925440834302
326,-1412.9699361449905,0.06916406641436967
327,-886.8626966239871,0.06906062110630393
328,-883.7910566415707,0.06891630946475329
329,-871.7535680284535,0.06868132729466264
330,-1886.6576207771598,0.06845157042212513
331,-1818.1364715325633,0.06822236133314027
332,-954.8824343799864,0.06799599952518744
333,-773.00185895185,0.06777244962877355
334,-597.2696083483154,0.06768093578093237
335,-906.2355101913439,0.06746129966920676
336,-892.7276984456288,0.06724439192107975
337,-1129.0669569557294,0.06703017864427441
338,-946.0757755041001,0.06681862636753039
339,-1878.0123365401687,0.06660970203537406
340,-1860.7979779362115,0.06640337300295346
341,-1938.6243206733425,0.06626656842286181
342,-1741.3120058288853,0.0660645018646331
343,-489.87330879733196,0.06598837642183437
344,-1350.7361529008474,0.06578976562014342
345,-1150.5864068926478,0.0656678679003743
346,-1831.0522691320414,0.06547323851948034
347,-2515.4479735844766,0.06528102686358558
348,-1879.469620632344,0.06509120289922776
349,-1031.7016817810597,0.06490373696602625
350,-1900.409500623624,0.06471859977204757
351,-947.1356433482923,0.06453576238922848
352,-1043.9263600063994,0.06441994019660285
353,-1848.4767595981218,0.06424081282261435
354,-872.7483776618329,0.06406391060460254
355,-1886.7203288683497,0.06388920590123595
356,-1018.288294876968,0.06371667141454924
357,-1038.909535183583,0.06354628018567783
358,-947.2891404970147,0.06337800559064556
359,-1990.0175605433008,0.0632118213362046
360,-989.4961955456093,0.06304770145572708
361,-1386.6373660854472,0.06291222432298961
362,-1904.70556797323,0.06275182609638168
363,-1901.9287293069046,0.0625934203685451
364,-908.8383090525122,0.062436982388262605
365,-1828.333485471733,0.06228248771178153
366,-653.1410261835018,0.06212991219899433
367,-1663.336727253174,0.061979232009666714
368,-1722.2447937148893,0.06183042359971255
369,-1444.2659352567687,0.061690475899189676
370,-1847.7072682191592,0.06154525447524847
371,-1452.8418545068346,0.06140183702080802
372,-622.803596749674,0.061268790304166126
373,-1564.380343791556,0.06112880714281516
374,-1568.7989297552592,0.06099317344889881
375,-933.1007446571278,0.060856614055111224
376,-1591.9966936872916,0.0607217510293577
377,-442.64922066085455,0.06058856329901609
378,-593.5477158718837,0.06045703005323254
379,-1705.1933714612653,0.06032713073966982
380,-3147.280948406496,0.060198845061295865
381,-891.9707909999066,0.06007215297321246
382,-937.0997893669864,0.05994703467952306
383,-1964.7239119200851,0.059823470630239746
384,-1926.2273349392847,0.05970144151822842
385,-1822.1885372702282,0.05958092827619204
386,-1022.9853846968673,0.05949924179714488
387,-1824.5056351855892,0.05938124032038389
388,-1043.496988421114,0.05926470468150923
389,-982.9887973252808,0.05914961667159025
390,-1327.2302552333024,0.059035958307891254
391,-752.8290290062004,0.05892371183106166
392,-437.8799230974712,0.058812859702361095
393,-1636.5797896769166,0.05870621366061153
394,-910.7412241967137,0.05859806333757652
395,-1210.8388103050263,0.0584912564794309
396,-943.138088092211,0.05838577639738579
397,-1255.4015969125624,0.058365256392482474
398,-1121.4431179987662,0.05826134150865522
399,-1878.2324235963506,0.058158717476246534
400,-1540.6469930856329,0.05805736826004254
401,-908.2117269372561,0.057972610537027326
402,-1360.5817927374574,0.05787357317835179
403,-918.1395004394168,0.057775766081504275
404,-1954.0855241308564,0.057679173963926925
405,-887.198261621129,0.057583781732904835
406,-1162.1573444529681,0.05748957448320783
407,-1319.6105316523833,0.057396537494761486
408,-1015.6076027114732,0.05730465623034707
409,-1420.1617140992487,0.05721391633333009
410,-1341.1993747447323,0.05712430362541702
411,-551.7726177975369,0.057035804104439924
412,-1121.1235765487738,0.0569484039421686
413,-905.9830299880491,0.05686208948214988
414,-808.8051269252669,0.05677684723757378
415,-1887.7687675766176,0.05669266388916615
416,-1894.5243016622726,0.05660952628310753
417,-1727.5735127726382,0.056527421428977834
418,-791.264961410784,0.056446336497726554
419,-973.6024027532945,0.056366258819668225
420,-1782.1838511451085,0.05628717588250272
421,-949.028487592821,0.05620907532936022
422,-1657.7814964691981,0.056131944956870385
423,-620.7451110869955,0.0560557727132556
424,-1141.8265611122058,0.055980546696447836
425,-878.774823984175,0.0559062551522289
426,-982.9381441616088,0.05583288647239387
427,-1675.6733568798802,0.05576042919293725
428,-842.9843182588373,0.05568887199226172
429,-1839.524851843651,0.055618203689409076
430,-753.0219633719579,0.05558452558598059
431,-1438.8484561791283,0.05551515349500452
432,-1184.4454417537129,0.05544664315798271
433,-1478.0838753473506,0.05538571180395582
434,-972.5153322010977,0.05531880941744463
435,-604.2343953330593,0.05525273810572611
436,-974.2055818236048,0.05518748754502339
437,-854.5325373327413,0.0551230475398036
438,-856.5575781727995,0.05505940802118483
439,-787.5675994182003,0.05499655904536282
440,-1312.5827142465962,0.05493449079205722
441,-1046.5824410973262,0.05489872263596698
442,-1079.0775333531035,0.05483786972605786
443,-991.9733655979868,0.05478811585615342
444,-810.7398140074703,0.054731652392848044
445,-1853.2474614241582,0.054672874862830484
446,-1785.877925853638,0.054614827479017275
447,-1878.4818629744157,0.0545575011713866
448,-1448.3112029204965,0.05450088698258627
449,-1511.0481294238607,0.05444497606653409
450,-1916.0160695353868,0.05438975968703568
451,-1273.4651002094354,0.05433522921641941
452,-1889.9115485890445,0.05428137613418829
453,-1671.973644190968,0.05422819202568867
454,-1733.666988008039,0.05417566858079539
455,-1273.6589737485433,0.054123797592613314
456,-916.0246731024754,0.05407257095619502
457,-1103.851379106305,0.054021980667274344
458,-1831.017212583299,0.05397201882101571
459,-950.4986724568192,0.05392267761077899
460,-983.9798439519265,0.05387394932689971
461,-858.9022873784021,0.05382582635548437
462,-1325.726044142074,0.05377830117722078
463,-1864.1081752782763,0.05373136636620314
464,-1103.8361538624258,0.05368501458877174
465,-978.5420341776488,0.053639238602367065
466,-643.3599053411957,0.05359403125439809
467,-1150.311718961407,0.05354938548112473
468,-1461.4045342542115,0.053505294306554076
469,-1797.5375024616442,0.0534617508413504
470,-1090.525264475479,0.053418748281758674
471,-785.8638113746698,0.05337627990854147
472,-667.4919598960535,0.053334339085929064
473,-508.80943260523037,0.053292919260582605
474,-1924.9365885255363,0.05325201396057011
475,-1539.4521505082212,0.053211616794355224
476,-1884.7237666308968,0.053171721449798544
477,-983.9345372113612,0.05313232169317131
478,-1557.7946580097168,0.053093411368181395
479,-1890.4859282837563,0.05305498439501135
480,-872.2584877958656,0.05301703476936844
481,-914.3316049646251,0.052979556561546445
482,-856.7099633312846,0.05294254391549915
483,-1570.6849014784414,0.05290599104792531
484,-949.2490989188356,0.052869892247364984
485,-1437.737957056682,0.05283424187330715
486,-855.8317587224483,0.05279903435530834
487,-929.3557552911692,0.05276426419212222
488,-1275.255979618193,0.052729925950840056
489,-864.4525493245568,0.05269601426604179
490,-870.6104782323506,0.05266252383895768
491,-771.8825335872052,0.052629449436640344
492,-1318.9127903950484,0.05259678589114715
493,-1932.755494609503,0.052564528098732646
494,-942.945637929541,0.05254581156340727
495,-1445.1455510971734,0.052514186984261635
496,-1705.638794433791,0.052482955251947454
497,-1863.184763148407,0.052452111486443
498,-1075.4569074896433,0.05242165086834716
499,-1788.2337759965642,0.052391568638126385
500,-1890.451633883037,0.052361860095371
501,-2252.990510297212,0.05233252059806076
502,-1502.9613150263178,0.05230354556183952
503,-1860.6548800207147,0.052274930459298916
504,-1600.6473788678497,0.05225024024167596
505,-1881.5412711056397,0.05222228730845717
506,-1046.1747645719713,0.05219847070508564
507,-1048.3260940327589,0.0521711608633787
508,-1889.8369834168068,0.05214419026997394
509,-882.3321594825678,0.05211755471066124
510,-1124.57839452866,0.05209125002358029
511,-1558.8444734639427,0.052073238722059476
512,-1875.024855072481,0.052047484537030245
513,-1153.8884655826012,0.052022808686672105
514,-1528.4969443889288,0.05199768095360355
515,-1891.0364921287676,0.051972865362248315
516,-1589.9876952002148,0.051948358035119754
517,-888.2573718000067,0.05192415514289815
518,-1277.0701636087772,0.05190025290383234
519,-952.4522623536009,0.051876647583148854
520,-1785.3745561042917,0.051857997852530306
521,-2043.4333551472428,0.05183491743252423
522,-717.6785330860233,0.051812123722100166
523,-1873.4355056478535,0.051789613159694464
524,-1139.431209313793,0.051767382227985964
525,-1942.0045243034385,0.05174542745334636
526,-1532.6884636900156,0.05172374540529743
527,-842.7165607445928,0.05170233269597507
528,-1685.4028141003,0.05168118597959988
529,-2978.455966122336,0.0516603019519544
530,-733.7774545567295,0.051639677349866825
531,-914.3211612625245,0.05161930895070112
532,-920.2023777757918,0.05159919357185346
533,-1388.6043757301006,0.051584885214122175
534,-1060.83345517618,0.05157245325813555
535,-1911.4147192546923,0.05155291993004895
536,-1210.9235940172496,0.051537641093463725
537,-1090.6693764788276,0.05151854020903191
538,-1385.2421602354543,0.05150123332147918
539,-790.4751254156703,0.051482584701654524
540,-959.2601561007077,0.05146416773870585
541,-1216.8155324261818,0.05144963526671529
542,-1563.9982218270895,0.051431627608221044
543,-1002.7156628788163,0.051413843644453255
544,-1109.3840590689676,0.0513962805966314
545,-1931.6898601308997,0.05137893572049352
546,-1375.6797274466196,0.05136180630586744
547,-2422.901057433565,0.051347346340931084
548,-1193.7079767469932,0.05133781406154578
549,-1974.3613221217408,0.05132119546837116
550,-1792.65974643388,0.05130478331467648
551,-1082.646946266188,0.051288575036029314
552,-947.3765866146778,0.05128054655718487
553,-2002.6848047313936,0.051270851292024376
554,-1910.2469206713486,0.05125506452373224
555,-1425.1982835880754,0.05123947386182538
556,-1720.6219247907338,0.05122407687023117
557,-1802.7294056472647,0.05120887114313834
558,-1228.1577462916352,0.05119385430462108
559,-998.5673005002369,0.05117902400826784
560,-1834.7120726691765,0.05116437793681463
561,-994.8662258579749,0.051154075377712695
562,-1862.5191659888424,0.051139739223125646
563,-1491.7862616956002,0.05113088383808369
564,-895.7286859536683,0.05111683577342877
565,-1662.6946101022784,0.05110296221663567
566,-926.4314885806434,0.051089260999932905
567,-1843.0577651055173,0.05107572998247751
568,-1871.9694477106398,0.05106236705002046
569,-908.9079471535835,0.051049170114576374
570,-1775.8849797750179,0.051036137114097255
571,-2117.785653632819,0.051023266012150244
572,-784.5823923495386,0.051014186673718424
573,-1136.1973947365216,0.05100158824452105
574,-1764.1197682225709,0.050989146315524626
575,-999.0966941741607,0.050976858942652435
576,-775.2127317671502,0.05096472420597747
577,-1885.437984560366,0.050952740209422434
578,-1955.5613352755538,0.05094090508046349
579,-971.6572519068332,0.050929216969837654
580,-2073.796699205585,0.05091767405125386
581,-1298.777661794543,0.050906274521107596
582,-877.9220059587296,0.05089501659819908
583,-927.8032610504066,0.05088389852345497
584,-883.6634130303343,0.050872918559653445
585,-1833.574684360129,0.050862074991152834
586,-1884.256812147205,0.0508513661236235
587,-864.2669869463015,0.0508407902837831
588,-956.2500258570307,0.05083034581913514
589,-1866.840271978385,0.05082003109771077
590,-1008.4350949078122,0.050809844507813784
591,-2514.0826791622057,0.05079978445776879
592,-991.0328100873993,0.05078984937567249
593,-1826.8409950247596,0.05078003770914811
594,-1896.3358023897129,0.05077034792510277
595,-1908.7396566450616,0.05076077850948802
596,-2236.486788791844,0.05075516952734736
597,-1631.0615547738264,0.05074578866081771
598,-646.4744118744749,0.05074277432489187
599,-1712.6012733913167,0.05073358411232869
600,-797.6091965453415,0.050728020905096816
